X,Y,response,bio2,bio6,bio12,bio15,bio19
-93.53768758,16.92757673,1,117,128,1167,71,111
-96.90435442,17.66924344,1,141,114,655,92,29
-98.77935452,20.55257692,1,151,50,573,76,41
-99.49602122,18.66091016,1,156,123,1052,105,29
-103.5210214,19.31924353,1,141,137,1151,111,39
-91.84602082,15.92757668,1,138,138,1146,95,56
-98.65435451,20.61091026,1,133,42,1221,78,124
-92.7043542,16.73591006,1,128,47,1189,80,60
-95.18768766,18.46924348,1,90,151,2360,69,282
-97.49602112,19.66924354,1,141,16,644,71,53
-93.17102089,16.9192434,1,127,126,1199,82,73
-99.47102122,21.16924362,1,152,91,865,90,42
-110.4126885,27.61924396,1,137,108,246,108,37
-103.4376881,19.51924354,1,152,96,961,101,48
-100.5876879,17.39424343,1,123,190,1364,111,22
-92.14602084,15.07757664,1,123,131,3687,74,225
-93.07102089,15.80257668,1,135,93,1700,94,25
-97.04602109,16.45257671,1,156,83,1149,97,29
-93.58768758,16.10257669,1,128,105,1451,98,25
-89.91268739,20.56924359,1,119,170,1075,74,84
-100.2460213,21.48591031,1,167,65,545,85,31
-88.60435399,20.96091028,1,129,160,1179,66,117
-92.02102083,17.54424343,1,108,179,2539,52,502
-105.0210215,19.46924353,1,129,158,833,111,31
-94.82102098,17.42757676,1,103,171,2833,76,312
-92.71268754,16.73591006,1,128,48,1193,80,59
-95.06268766,18.57757682,1,90,179,3317,65,507
-92.78768754,15.54424333,1,138,125,2569,90,70
-105.1710215,21.53591031,1,118,141,1550,125,40
-96.17102105,19.17757685,1,83,174,1431,101,58
-93.9876876,16.40257671,1,120,142,1283,101,27
-99.11268787,21.73591032,1,123,118,1823,80,125
-93.19602089,15.87757668,1,137,109,1750,97,22
-105.1710215,22.67757703,1,124,90,1208,106,130
-91.97935416,16.34424337,1,137,96,1274,74,91
-93.3710209,17.00257674,1,120,156,1320,64,156
-92.29602085,16.00257669,1,144,140,1207,93,43
-93.8876876,16.53591005,1,120,150,1101,100,27
-93.08768755,17.44424343,1,114,164,4105,44,813
-93.02935422,17.55257677,1,115,171,3856,44,804
-99.16268787,21.55257698,1,135,88,1724,81,123
-91.72935415,16.11091003,1,135,104,2054,67,239
-92.87935421,16.97757674,1,128,109,1503,74,108
-102.5543547,22.78591037,1,166,26,412,88,41
-93.68768759,16.01924335,1,124,186,1711,100,33
-99.92102124,20.75257693,1,164,48,524,82,34
-105.2460215,21.55257698,1,114,148,1590,128,36
-92.89602088,15.52757666,1,143,164,2770,93,83
-97.44602112,18.32757681,1,155,77,465,98,16
-99.50435456,17.27757675,1,138,152,1477,111,32
-95.321021,16.34424337,1,115,187,811,114,7
-93.12935422,17.08591008,1,121,122,1608,60,194
-98.76268785,20.57757693,1,151,52,559,78,36
-99.56268789,17.81091011,1,145,146,793,99,31
-93.41268757,16.95257674,1,120,151,1122,73,113
-99.62935456,17.54424343,1,113,107,1457,102,35
